Date,Price
2024-02-22,1261
2024-03-14,1401
2024-06-27,1120
2024-07-25,1401
2024-11-28,1260
2024-12-05,1401
2024-12-20,1260
2025-01-03,1401
2025-03-13,1120
2025-03-20,1401
2025-04-28,1050
2025-05-05,1401
2025-06-19,1050
2025-06-24,1401
2025-06-26,1050
2025-07-10,1401
2025-08-25,1050
2025-09-01,1401
2025-09-29,1050
2025-10-06,1401
2025-11-03,1050
2025-11-10,1401
2025-12-19,1050
2026-01-05,1401
2026-03-19,1050
2026-03-26,1401
2026-04-29,1401
