Date,Price
2023-07-07,3299
2023-09-07,0
2023-09-07,3299
2023-10-16,1979
2023-10-30,3299
2023-11-21,1485
2023-11-29,3299
2023-12-01,2519
2023-12-02,1484
2023-12-15,3299
2023-12-21,1154
2024-01-05,3299
2024-01-15,1154
2024-01-22,3299
2024-02-22,527
2024-03-07,3299
2024-03-14,527
2024-03-21,3299
2024-04-08,527
2024-04-22,3299
2024-05-23,527
2024-06-06,3299
2024-06-27,527
2024-07-11,3299
2024-07-18,527
2024-08-01,3299
2025-10-30,0
2026-04-29,0
